organism,gene,<pLDDT>,std
Human,Q9P2D3,81.59045871559637,16.63305558024151
Human,Q9P2D6,59.408132013201275,29.017495414680234
Human,Q9P2D7,85.94202142857152,9.701026196798429
Human,Q9P2D8,63.491586337760864,25.440723917781156
Human,Q9P2E2,63.64907677356665,28.776494204144825
Human,Q9P2E3,74.45893639207517,20.586387745089166
Human,Q9P2E5,84.43502590673572,16.926584514936785
Human,Q9P2E7,73.34893269230751,26.709138934283416
Human,Q9P2E8,61.859439024390205,21.492420522807777
Human,Q9P2E9,68.21878014184405,23.69593938793069
Human,Q9P2F5,49.330475161986996,17.783838064897505
Human,Q9P2F6,54.22626364399663,26.45749189056967
Human,Q9P2F8,55.87716027874555,27.533542529715184
Human,Q9P2F9,64.40331615120282,20.38487686101832
Human,Q9P2G1,65.86844811753912,29.122460035023984
Human,Q9P2G3,87.60329617834387,18.401566313703537
Human,Q9P2G4,49.58630939226518,20.904953508344484
Human,Q9P2G9,90.73983870967744,15.88879481329993
Human,Q9P2H0,48.78688451208594,20.053742488299303
Human,Q9P2H3,92.30321750321745,9.794082771956786
Human,Q9P2H5,76.41174852652254,24.30397724870808
Human,Q9P2I0,81.01305626598463,22.827617987013635
Human,Q9P2J2,66.72935538592024,26.137589197363276
Human,Q9P2J3,91.64019448946516,14.345622939804864
Human,Q9P2J5,90.46008503401353,12.96304243649832
Human,Q9P2J8,70.44216184971107,23.66633541985363
Human,Q9P2J9,81.82398865784496,22.97194136636601
Human,Q9P2K1,68.96452469135797,21.5239604864206
Human,Q9P2K2,80.16638787878784,21.165138261283506
Human,Q9P2K3,68.57444444444441,24.703459244218248
Human,Q9P2K5,60.96519999999997,21.95504738384016
Human,Q9P2K6,85.23142574257432,16.144895976316167
Human,Q9P2K8,73.63667070952108,21.86098572896387
Human,Q9P2K9,70.70295977011499,22.043592466428148
Human,Q9P2L0,84.76196443691795,13.432067315996514
Human,Q9P2M1,92.56144092219023,10.905093128304761
Human,Q9P2M4,65.23066378066378,29.787401762223226
Human,Q9P2M7,69.89190476190468,25.5857388035391
Human,Q9P2N2,72.81703703703697,25.270531572976367
Human,Q9P2N4,68.47444961240306,17.88076631827054
Human,Q9P2N5,55.11523584905663,22.270554627914887
Human,Q9P2N6,60.066205752212355,26.651649525685404
Human,Q9P2N7,87.8889465648855,21.53614296245813
Human,Q9P2P1,58.535405690200164,23.90639842901909
Human,Q9P2P5,60.55026081424937,27.018920220252376
Human,Q9P2P6,35.70592142857143,11.237914365834373
Human,Q9P2Q2,61.59595765158811,26.871062040599305
Human,Q9P2R3,87.09639007698887,11.682569212714247
Human,Q9P2R6,53.337969348658945,22.660876431703954
Human,Q9P2R7,87.48570194384443,19.13773409805672
Human,Q9P2S2,73.95555490654209,25.011700622572633
Human,Q9P2S5,89.81304347826094,17.149054248173726
Human,Q9P2S6,77.41659936238037,23.977855314907
Human,Q9P2T0,59.80786279683378,19.370651710128566
Human,Q9P2T1,96.5822701149425,6.631498917481262
Human,Q9P2U7,80.09937500000001,18.012729530670505
Human,Q9P2U8,77.88403780068728,22.563640520951147
Human,Q9P2V4,74.40194221508828,25.36577543942883
Human,Q9P2W1,92.15801843317976,9.144119776563487
Human,Q9P2W3,87.81641791044778,11.043780001470205
Human,Q9P2W6,54.56159090909089,7.253403154209279
Human,Q9P2W7,86.93365269461069,18.484209958652457
Human,Q9P2W9,72.41588059701488,21.382356565267788
Human,Q9P2X0,87.28913043478259,8.461822017305257
Human,Q9P2X3,80.98193750000004,25.429769955626686
Human,Q9P2X7,66.0507142857143,8.744358723759904
Human,Q9P2X8,58.44260869565216,13.637899839611915
Human,Q9P2Y4,55.68037396121875,18.793315109273326
Human,Q9P2Y5,67.78959942775394,27.612791485662438
Human,Q9P2Z0,64.32867704280156,21.121054053238517
Human,Q9QC07,83.21429802955664,16.5197259046682
Human,Q9UBB4,89.62677894736846,14.461456501719864
Human,Q9UBB5,66.56338199513378,20.914809326074444
Human,Q9UBB6,87.30803840877911,16.82350698385554
Human,Q9UBB9,72.85921146953406,21.87125880838333
Human,Q9UBC0,59.54911827956985,23.007882134126078
Human,Q9UBC1,77.9116797900262,18.081397012211575
Human,Q9UBC2,66.3534143518518,23.48909418011658
Human,Q9UBC3,72.93271981242675,27.431552119561164
Human,Q9UBC5,84.87865771812078,10.513404306229129
Human,Q9UBC7,66.20293103448276,14.2827630631955
Human,Q9UBC9,52.699408284023654,5.826923605396474
Human,Q9UBD0,54.35739952718671,19.483217506252235
Human,Q9UBD3,81.62728070175439,15.94469533331019
Human,Q9UBD5,80.17329113924046,16.81754652215782
Human,Q9UBD6,92.18031315240074,13.660594873678475
Human,Q9UBD9,81.90266666666666,18.896347654154404
Human,Q9UBE0,91.24170520231208,14.722699580254817
Human,Q9UBE8,75.36986717267557,26.61791438141825
Human,Q9UBF1,65.01246648793565,25.273650104939193
Human,Q9UBF2,88.10936854190565,12.292261711902851
Human,Q9UBF6,82.37964601769906,17.274296672756705
Human,Q9UBF8,72.41143382352942,26.0294004120686
Human,Q9UBF9,63.52722891566269,26.25894847574851
Human,Q9UBG0,77.56844489519936,18.339045209357124
Human,Q9UBG3,49.28347474747474,20.69130956127411
Human,Q9UBG7,80.20036750483567,20.675803200102987
Human,Q9UBH0,93.29858064516127,7.235572468932489
Human,Q9UBH6,83.36683908045978,19.486043909679744
Human,Q9UBI1,86.9208717948718,11.48797336611147
Human,Q9UBI4,74.41972361809044,23.59707531647624
Human,Q9UBI6,89.41930555555558,11.747911555107818
Human,Q9UBI9,66.8423388581952,25.462896204314514
Human,Q9UBJ2,80.7342432432433,18.670153985244056
Human,Q9UBK2,52.19175438596494,19.165657600457372
Human,Q9UBK5,67.49784946236561,16.172026548550306
Human,Q9UBK7,79.46298245614035,19.70337983874512
Human,Q9UBK8,85.98111747851004,21.225398573325165
Human,Q9UBK9,88.06439490445862,14.0689943387551
Human,Q9UBL0,51.840320197044285,20.015209780503735
Human,Q9UBL3,75.26985668789813,26.09398559467546
Human,Q9UBL6,78.20533965244864,23.14233821915074
Human,Q9UBL9,79.88541401273893,22.104417649095925
Human,Q9UBM1,93.98452261306528,8.452623014625583
Human,Q9UBM4,74.36927710843375,26.897282772833485
Human,Q9UBM7,91.2967368421052,15.164463573007248
Human,Q9UBM8,86.75213389121336,15.735827921776051
Human,Q9UBN1,66.13596330275226,20.601582082857036
Human,Q9UBN4,74.16136131013322,25.099186395517833
Human,Q9UBN6,61.05367875647666,23.840738785637267
Human,Q9UBN7,76.58083950617286,28.48519368685307
Human,Q9UBP0,75.9217532467532,23.107420685946206
Human,Q9UBP4,73.64602857142863,20.559644867674585
Human,Q9UBP5,64.26418397626105,23.017170522767664
Human,Q9UBP6,88.18282608695652,17.406349894533136
Human,Q9UBP8,59.76095238095242,5.650902923858743
Human,Q9UBP9,74.49378289473675,23.14275667841991
Human,Q9UBQ0,96.50703296703298,2.089425492575187
Human,Q9UBQ5,85.47536697247708,10.7879989005457
Human,Q9UBQ6,89.20824242424241,15.492506417385975
Human,Q9UBQ7,96.98091463414633,5.342005231666446
Human,Q9UBR1,96.96140624999997,5.143050033536612
Human,Q9UBR2,92.29627062706267,15.409334349727068
Human,Q9UBR4,67.73632241813603,23.551835432052098
Human,Q9UBR5,77.10144736842103,16.786906959697657
Human,Q9UBS0,75.15925311203326,24.613651195389505
Human,Q9UBS3,64.845201793722,18.42552766686286
Human,Q9UBS4,83.83999999999997,16.995817559774512
Human,Q9UBS5,84.14312174817901,17.774494436735335
Human,Q9UBS8,83.42778481012661,16.843630716856897
Human,Q9UBS9,52.3438118022329,24.27417355745806
Human,Q9UBT2,85.24401562499995,20.465701497407945
Human,Q9UBT3,73.6392857142857,21.8530438266571
Human,Q9UBT6,70.29962068965519,28.976578032159438
Human,Q9UBT7,83.99029972752045,19.86732966942317
Human,Q9UBU2,70.59945945945945,21.833501190262417
Human,Q9UBU3,63.826752136752134,15.056123428666742
Human,Q9UBU6,58.98593220338984,20.141330122280337
Human,Q9UBU7,54.39857566765576,25.423202947694165
Human,Q9UBU8,73.25243093922653,23.359584204369554
Human,Q9UBU9,79.48374798061386,23.562235320254565
Human,Q9UBV2,81.03267002518886,23.597489869379096
Human,Q9UBV4,89.40690410958904,12.153966893051024
Human,Q9UBV7,88.12513761467885,18.31920165127519
Human,Q9UBV8,72.85292253521132,26.64565847853197
Human,Q9UBW5,64.79507964601778,26.48684629036809
Human,Q9UBW7,60.471212781408745,25.569746282734968
Human,Q9UBW8,84.62170909090908,19.815463116807383
Human,Q9UBX0,71.8221621621622,20.178270642844137
Human,Q9UBX1,81.58940082644631,23.917416651241627
Human,Q9UBX2,61.947948113207566,24.332449687979683
Human,Q9UBX3,72.39756097560975,9.797800096658783
Human,Q9UBX5,82.6461160714285,19.460140961832334
Human,Q9UBX7,82.83297872340427,21.934817064152718
Human,Q9UBX8,89.19900523560213,15.04473490045948
Human,Q9UBY0,66.189421182266,23.182085942708387
Human,Q9UBY5,81.69337110481584,18.448718902557093
Human,Q9UBY8,89.91360139860137,18.09156272755433
Human,Q9UBY9,73.25652941176469,21.428275966493285
Human,Q9UBZ4,78.24687258687251,25.75966735849008
Human,Q9UBZ9,66.68396482813748,28.511726196829674
Human,Q9UC06,72.14872197309418,27.91249960976806
Human,Q9UC07,67.42219081272076,24.275989136536335
Human,Q9UD57,62.40361290322579,19.02134880003878
Human,Q9UD71,65.82936274509804,15.13524121230615
Human,Q9UDR5,90.75331533477328,12.63807639942368
Human,Q9UDT6,73.45476099426381,25.607059463166443
Human,Q9UDV6,54.06280808080808,24.09218997457989
Human,Q9UDV7,54.92137108792849,27.83231495573499
Human,Q9UDW1,94.37333333333333,8.667570831956558
Human,Q9UDW3,83.77317647058825,13.334610932965536
Human,Q9UDX3,95.20352216748759,6.724083116081452
Human,Q9UDX4,97.12450000000003,2.7790579788842122
Human,Q9UDX5,86.63469879518073,16.573488143617357
Human,Q9UDY2,62.67718487394962,25.942850705875294
Human,Q9UDY4,81.58884272997034,20.75971228486417
Human,Q9UDY6,89.89386694386688,9.7147471119979
Human,Q9UDY8,79.7964077669903,23.514337502124594
Human,Q9UEE5,75.31799516908215,26.056815637175145
Human,Q9UEE9,64.60210702341139,18.553686647202838
Human,Q9UEF7,88.96110671936755,14.689326270631124
Human,Q9UEG4,63.29155350978136,27.46060075852836
Human,Q9UER7,62.704716216216205,27.25540337304834
Human,Q9UET6,85.10723404255323,18.65387541593891
Human,Q9UEU0,83.22719827586208,15.56554310766408
Human,Q9UEU5,64.92784482758621,6.331326440262175
Human,Q9UEW3,61.22200000000004,22.250852936114953
Human,Q9UEW8,73.90324770642208,24.02086118400442
Human,Q9UEY8,67.47977337110484,23.044912116406273
Human,Q9UF02,72.94509090909092,20.123705882522756
Human,Q9UF11,63.86831275720164,20.913718951039968
Human,Q9UF12,79.44445895522382,24.217035166274666
Human,Q9UF33,78.6330694980694,20.228298425238297
Human,Q9UF47,75.43221105527644,18.255628446745032
Human,Q9UF56,68.70847360912983,29.683579904212362
Human,Q9UF83,48.038776595744665,11.209045189964128
Human,Q9UFB7,51.883574297188765,19.35970007749425
Human,Q9UFC0,83.49176197836168,20.43751164433379
Human,Q9UFD9,57.594533251982945,24.76141965571944
Human,Q9UFE4,78.80690754516482,17.550839469977216
Human,Q9UFF9,90.4096917808219,15.985335410702904
Human,Q9UFG5,83.3058474576271,16.7044507580846
Human,Q9UFH2,89.52963571428569,5.446525833318906
Human,Q9UFN0,89.67234817813772,17.22654140850725
Human,Q9UFP1,68.38754782608699,28.635517430432127
Human,Q9UFV1,57.37886666666667,11.00513580329152
Human,Q9UFV3,42.28068181818182,6.956938894193925
Human,Q9UFW8,76.38419161676647,17.022416651518483
Human,Q9UG01,83.94408233276157,8.193110154484248
Human,Q9UG22,88.9189910979229,15.204038571810313
Human,Q9UG56,77.64841075794628,22.806705426008712
Human,Q9UG63,83.78194221508825,16.86613221728618
Human,Q9UGB7,93.19249122807027,13.766116033067858
Human,Q9UGC6,77.99633333333335,24.524440994227884
Human,Q9UGC7,84.37510526315792,18.301532442005005
Human,Q9UGF5,87.39339563862927,11.788193179554094
Human,Q9UGF6,84.88239875389408,13.524530344424424
Human,Q9UGF7,80.88104430379754,11.505764206925976
Human,Q9UGH3,77.29636923076926,24.359604178651832
Human,Q9UGI0,77.16501412429372,24.71417868566838
Human,Q9UGI6,67.9640082079343,26.446597363646685
Human,Q9UGI8,85.97693586698338,17.167891725195858
Human,Q9UGI9,68.93394683026581,28.60208623115225
Human,Q9UGJ0,65.65666080843589,27.237590820416088
Human,Q9UGJ1,81.62781109445278,20.32918455162503
Human,Q9UGK3,70.38928039702238,22.762987724640777
Human,Q9UGK8,85.6047598253274,22.370164610040476
Human,Q9UGL1,73.35515544041463,22.74292965294129
Human,Q9UGL9,52.44828282828279,7.00790895777137
Human,Q9UGM1,80.83350730688939,17.27815357725155
Human,Q9UGM3,73.36375466224627,24.189122822088795
Human,Q9UGM5,81.0708376963351,20.66223385007604
Human,Q9UGM6,89.83469444444447,16.288137926996384
Human,Q9UGN4,70.97367892976585,22.565840727444186
Human,Q9UGN5,82.30061749571185,22.97781086334225
Human,Q9UGP4,56.52001479289941,22.851400397956144
Human,Q9UGP5,80.11709565217386,23.34721346932338
Human,Q9UGP8,78.22726315789473,21.418956130498554
Human,Q9UGQ2,61.97383720930234,13.28361209882703
Human,Q9UGQ3,81.55581854043406,18.10157861060381
Human,Q9UGR2,68.78945752302974,25.400857362936573
Human,Q9UGT4,90.81864963503656,12.990985251764046
Human,Q9UGU0,39.483316326530655,16.240947033119422
Human,Q9UGU5,56.355757071547416,19.468151895779908
Human,Q9UGV2,81.35039999999995,23.417053822090143
Human,Q9UGY1,73.43549295774652,20.02991819451738
Human,Q9UH03,81.97594972067039,19.80869848904451
Human,Q9UH17,88.23151832460728,11.778726066389625
Human,Q9UH36,78.4853982300885,26.110085903791273
Human,Q9UH62,76.39422163588394,23.506672338868377
Human,Q9UH64,49.55645569620254,7.187070147934296
Human,Q9UH65,82.44172649572646,13.38927030279973
Human,Q9UH73,71.14945854483923,27.546904261528145
Human,Q9UH77,91.48846678023848,12.757271796113054
Human,Q9UH90,73.61414668547249,23.350464428163384
Human,Q9UH92,72.37016778523487,23.2024525355214
Human,Q9UH99,67.35623430962343,25.212934456797843
Human,Q9UHA2,75.4441558441558,18.543340482109823
Human,Q9UHA3,90.83865030674846,9.36035829339786
Human,Q9UHA4,95.40943548387094,6.331104003815448
Human,Q9UHA7,92.82721518987336,9.343447570249277
Human,Q9UHB4,93.30331658291455,8.630503655951177
Human,Q9UHB6,51.533017127799745,18.261058720690244
Human,Q9UHB7,53.38068787618226,22.71447047404663
Human,Q9UHB9,78.4633971291866,21.33625275818012
Human,Q9UHC1,55.894308327598125,28.670309871981683
Human,Q9UHC3,82.75000000000003,20.177368239619675
Human,Q9UHC6,83.7478512396694,18.980682367116614
Human,Q9UHC7,65.45989626556019,22.18614359046261
Human,Q9UHC9,84.27169977924947,14.948768581381978
Human,Q9UHD0,87.5617514124294,12.44030018464052
Human,Q9UHD1,81.34951807228923,18.356402573227584
Human,Q9UHD2,89.65687242798344,13.972073031092934
Human,Q9UHD4,73.83168949771688,14.539092519853108
Human,Q9UHD8,66.58139931740611,26.189958033494
Human,Q9UHD9,60.98472756410256,17.441751437140983
Human,Q9UHE5,92.65819383259915,8.89710618683816
Human,Q9UHE8,84.43858407079642,23.633861520803684
Human,Q9UHF0,65.23694214876032,15.376139067822482
Human,Q9UHF1,75.60989010989013,17.327509866002742
Human,Q9UHF3,91.38105726872242,10.364678443377091
Human,Q9UHF4,63.97755877034363,27.030037072985678
Human,Q9UHF5,79.0296111111111,19.26037701153701
Human,Q9UHF7,48.84234972677598,21.278944242916467
Human,Q9UHG0,62.95922268907564,21.172321386262364
Human,Q9UHG2,58.969269230769214,20.682137477055473
Human,Q9UHG3,91.3180594059406,13.190507260096146
Human,Q9UHH9,76.81852112676056,24.694429679638386
Human,Q9UHI5,81.51323364485972,19.547949678837025
Human,Q9UHI6,60.6284101941748,28.39329439367534
Human,Q9UHI7,82.005602006689,17.67642509774672
Human,Q9UHI8,78.19785935884165,22.637562050342694
Human,Q9UHJ3,75.20966512702084,23.6289268545769
Human,Q9UHJ6,94.08171548117168,7.45733336431306
Human,Q9UHJ9,90.30492125984252,13.153966371137361
Human,Q9UHK0,55.51266666666667,19.918875778588216
Human,Q9UHK6,95.75219895287967,6.702492298989188
Human,Q9UHL0,80.91000000000008,21.116696807454783
Human,Q9UHL3,50.68480645161287,13.37924634291762
Human,Q9UHL4,93.96571138211385,15.327360124834756
Human,Q9UHL9,63.27907194994792,27.01286714360541
Human,Q9UHM6,74.22366108786618,25.683317839748106
Human,Q9UHN1,80.24795876288661,22.08661518822036
Human,Q9UHN6,89.7384237165582,15.955343346937306
Human,Q9UHP3,76.99528909952613,20.76661403481376
Human,Q9UHP6,92.48876436781607,14.265442264908684
Human,Q9UHP7,86.50727748691095,16.630415959809888
Human,Q9UHP9,69.005,14.515984606319652
Human,Q9UHQ1,83.91030701754383,19.28917048893898
Human,Q9UHQ4,85.82219917012448,10.18985540893182
Human,Q9UHQ7,67.38269230769234,18.932657643442113
Human,Q9UHQ9,94.41085245901637,8.587730511543047
Human,Q9UHR4,73.54272015655573,25.943070524830432
Human,Q9UHR5,64.42720779220774,20.333486231668335
Human,Q9UHR6,78.56786600496281,21.353569291822286
Human,Q9UHT4,65.4537313432836,13.483716418893456
Human,Q9UHU1,86.80372093023254,6.380824843980746
Human,Q9UHV2,63.21021186440678,21.13468174382431
Human,Q9UHV5,75.62252265861031,26.858058181028813
Human,Q9UHV7,56.47458601655936,27.27458495116361
Human,Q9UHV8,97.52258992805753,3.9029342103789086
Human,Q9UHV9,79.53441558441563,21.555219001831087
Human,Q9UHW5,85.33341549295776,14.714822840310779
Human,Q9UHW9,79.84095652173906,22.005710692569465
Human,Q9UHX1,67.07000000000001,22.816446677741283
Human,Q9UHX3,79.20760631834756,14.596142576376106
Human,Q9UHY1,75.37553271028038,20.032403974942326
Human,Q9UHY7,95.16842911877391,6.814205653027906
Human,Q9UHY8,70.86022662889519,19.98157058695447
Human,Q9UI08,69.1383413461539,22.546330417114742
Human,Q9UI09,95.89903448275858,2.522787545317865
Human,Q9UI10,76.4256978967495,25.40806792194803
Human,Q9UI12,87.29488612836445,18.02614133892454
Human,Q9UI14,81.54545945945941,15.498703552746727
Human,Q9UI15,87.25135678391962,11.128791157690902
Human,Q9UI17,94.97136258660511,14.076055151509822
Human,Q9UI25,58.5615873015873,12.339318780089286
Human,Q9UI26,93.27045128205133,6.946749824894938
Human,Q9UI30,93.0428,7.9551835277383764
Human,Q9UI32,85.44571428571425,19.18469325756359
Human,Q9UI33,69.50218313791163,20.62148778702671
Human,Q9UI36,56.303509234828454,23.463047376049833
Human,Q9UI38,74.39940259740253,25.146166946686776
Human,Q9UI40,66.81599092284428,25.601529368673393
Human,Q9UI42,93.7688123515439,11.60537200597603
Human,Q9UI43,88.11825203252035,19.398373637759896
Human,Q9UI46,79.49978540772534,22.096025020335684
Human,Q9UI47,81.50407821229037,17.739761948310065
Human,Q9UI54,78.422,5.764769931544222
Human,Q9UI72,59.87623188405796,6.114584157936716
Human,Q9UI95,90.38914691943128,13.144852604086287
Human,Q9UIA0,86.4152284263959,13.332804609493381
Human,Q9UIA9,87.27441582336698,11.388676650317638
Human,Q9UIB8,74.77492753623189,22.56033072421708
Human,Q9UIC8,93.41970059880238,14.086795784677975
Human,Q9UID3,80.30631713554989,18.74336071347629
Human,Q9UID6,53.91406185567005,20.4304505553128
Human,Q9UIE0,58.6090928270042,23.867995232830534
Human,Q9UIF3,90.89888372093033,15.887196956229063
Human,Q9UIF7,78.89992673992681,25.475583792951685
Human,Q9UIF8,54.87736623616239,26.682656416509897
Human,Q9UIF9,55.457049868766376,27.025180396136257
Human,Q9UIG0,69.31125421443026,24.719391500626962
Human,Q9UIG4,70.32551470588238,13.312046115977116
Human,Q9UIG5,55.14868421052632,10.908946393973746
Human,Q9UIG8,75.65135211267598,23.026450158549967
Human,Q9UIH9,48.82156249999998,19.99422938891796
Human,Q9UII2,78.69018867924528,20.059215027302788
Human,Q9UII4,86.62784179687499,14.514910098460067
Human,Q9UII5,74.69795657726695,16.384464011938967
Human,Q9UII6,90.78601010101015,14.98801961769813
Human,Q9UIJ5,82.10198910081743,25.0504909559353
Human,Q9UIJ7,91.7645814977974,13.005066961576022
Human,Q9UIK4,85.94943243243243,20.13417314061458
Human,Q9UIK5,69.09045454545449,19.686962801276458
Human,Q9UIL1,65.67169811320758,19.047733063340125
Human,Q9UIL4,71.65492187499997,22.94961918697628
Human,Q9UIL8,73.79347432024167,25.115331128966197
Human,Q9UIM3,76.56765042979944,26.602718201021457
Human,Q9UIQ6,88.77084878048782,21.201494345896563
Human,Q9UIR0,87.36371428571428,13.829874338766048
Human,Q9UIS9,60.153305785124005,22.408787288683666
Human,Q9UIU6,48.55788732394364,21.54499852285119
Human,Q9UIV1,90.77140350877187,17.638812491217728
Human,Q9UIV8,87.42984654731465,16.3346100943051
Human,Q9UIW0,68.35848275862067,20.555636674092316
Human,Q9UIW2,84.63417721518991,14.666853296121326
Human,Q9UIX4,78.87530214424953,16.98147077449548
Human,Q9UIY3,84.67249999999999,17.043658250452545
Human,Q9UJ04,62.88536231884056,26.62709050084561
Human,Q9UJ14,85.33675226586098,21.685674149523056
Human,Q9UJ37,85.66248663101598,21.636843799225137
Human,Q9UJ41,77.2886965376782,20.274967870009228
Human,Q9UJ42,76.49144970414201,19.926045501264827
Human,Q9UJ55,43.193322658126505,20.01529729855479
Human,Q9UJ68,88.83161702127653,18.209431900836435
Human,Q9UJ70,95.14889534883727,4.654793534574144
Human,Q9UJ71,86.88201219512199,18.21514063602297
Human,Q9UJ72,95.0807716049383,9.531907609509796
Human,Q9UJ78,60.06424514200295,23.602945109735966
Human,Q9UJ83,95.44673010380627,8.792401792068924
Human,Q9UJ90,62.96591549295775,20.27263645781192
Human,Q9UJ94,36.35797385620919,9.59683760273001
Human,Q9UJ96,79.62169527896998,18.654291706129175
Human,Q9UJ98,77.89488979591837,26.1088657365478
Human,Q9UJ99,75.7613888888889,22.63952040530229
Human,Q9UJA2,68.40681063122926,25.92005957105032
Human,Q9UJA3,74.65795238095244,19.537337522649366
Human,Q9UJA5,79.65919517102621,26.20165033423586
Human,Q9UJA9,88.53465408805037,19.09849783175659
Human,Q9UJC3,81.88546703296706,17.040146771072205
Human,Q9UJC5,89.48822429906545,13.124005244943941
Human,Q9UJD0,70.68938311688314,23.82006958174546
Human,Q9UJF2,65.68277436347667,27.8705955962127
Human,Q9UJG1,78.25854460093893,20.044284498936396
Human,Q9UJH8,82.07761092150169,16.75959181608526
Human,Q9UJJ7,86.73230769230766,20.01481034474458
Human,Q9UJJ9,79.27786885245897,23.40729510180107
Human,Q9UJK0,74.9769230769231,24.049600458203273
Human,Q9UJL9,64.51996254681642,25.788161214016313
Human,Q9UJM3,56.98807359307362,17.222224214514714
Human,Q9UJM8,94.24613513513518,9.695161174418645
Human,Q9UJN7,75.46851955307264,27.19328912630101
Human,Q9UJP4,90.45603015075373,14.854436539644096
Human,Q9UJQ1,85.91253571428565,16.593946604930846
Human,Q9UJQ4,50.60349477682808,19.79747603842818
Human,Q9UJQ7,82.34243589743586,20.106465453698288
Human,Q9UJS0,80.55595555555551,15.578604456999809
Human,Q9UJT0,89.39760000000005,13.09338348487912
Human,Q9UJT1,90.52242825607057,11.991988562726425
Human,Q9UJT2,63.46733108108113,26.084907338341164
Human,Q9UJT9,81.33213849287166,24.978905220555195
Human,Q9UJU2,57.088671679197944,19.38158440440403
Human,Q9UJU3,54.61473165388826,29.306900375064007
Human,Q9UJU5,54.7031171548117,18.39537713981374
Human,Q9UJU6,73.88106976744191,26.409134911287314
Human,Q9UJV3,79.93481632653065,21.375957533557838
Human,Q9UJV8,71.7631700288185,23.476839326527696
Human,Q9UJV9,77.87302250803859,19.826332822273454
Human,Q9UJW0,84.77978260869568,16.369902550655528
Human,Q9UJW2,83.30693277310924,19.898324457661538
Human,Q9UJW3,86.75396373056995,17.706073490017985
Human,Q9UJW7,63.43608484848482,26.311412526818795
Human,Q9UJW8,60.936531791907484,28.133277532746487
Human,Q9UJW9,65.72750000000003,18.924524968426876
Human,Q9UJX0,88.76540880503138,13.377307582851333
Human,Q9UJX2,85.10899497487446,18.619002009797565
Human,Q9UJX3,81.47298831385649,19.033798010276975
Human,Q9UJX4,82.14446357615896,17.476670430834673
Human,Q9UJX5,80.45003712871289,18.353261894063593
Human,Q9UJX6,78.60474452554743,14.664926689659186
Human,Q9UJY1,68.82581632653059,22.350268907822528
Human,Q9UJY4,71.58783034257755,25.42117356855379
Human,Q9UJY5,72.92270735524258,24.194472972234525
Human,Q9UJZ1,79.57424157303375,22.00910398295791
Human,Q9UK00,63.50246913580248,14.794584430502589
Human,Q9UK05,74.3927972027972,22.19517379885105
Human,Q9UK08,90.35457142857143,12.10896641639861
Human,Q9UK10,69.54351274787527,22.569429689275033
Human,Q9UK11,62.58502074688799,22.659534657439146
Human,Q9UK12,66.9270953436807,20.90268883789549
Human,Q9UK13,69.487017828201,21.908050921031638
Human,Q9UK17,70.39537404580147,24.263311967004448
Human,Q9UK22,87.98091216216217,16.191103668969316
Human,Q9UK23,81.73910679611649,20.63107375418765
Human,Q9UK28,61.30254385964913,20.591615713217475
Human,Q9UK32,75.02314093959737,21.70608523374878
Human,Q9UK33,65.1997093023256,16.96312887395968
Human,Q9UK39,82.23849187935036,25.387737778544096
Human,Q9UK41,91.62895927601812,11.640978496881496
Human,Q9UK45,89.08398058252426,12.480528861383123
Human,Q9UK53,57.387630331753556,23.487245335219818
Human,Q9UK55,86.86240990990989,20.715451033821992
Human,Q9UK58,68.59155893536119,25.522627049072952
Human,Q9UK59,78.65525735294115,27.08378536529156
Human,Q9UK61,55.48578443113789,26.144615196744923
Human,Q9UK73,95.05390749601281,5.040704921247201
Human,Q9UK76,61.95188311688312,11.657791317480457
Human,Q9UK80,69.7358761061947,29.96055223244635
Human,Q9UK85,54.11028925619836,19.173888934133302
Human,Q9UK96,75.44771966527188,26.000694652549885
Human,Q9UK97,77.88646532438474,21.428060405481585
Human,Q9UK99,88.66356687898097,18.110540115796297
Human,Q9UKA1,70.37455861070912,27.957571573857166
Human,Q9UKA2,86.7250080515298,20.03880658331102
Human,Q9UKA4,45.10062072593367,22.821858797267392
Human,Q9UKA8,73.47560165975102,17.43567484837018
Human,Q9UKA9,71.87291902071566,22.326971358606976
Human,Q9UKB1,85.67780442804417,22.982191239809005
Human,Q9UKB3,67.71191919191922,22.74885505729272
Human,Q9UKB5,49.53975669099756,13.581833829044546
Human,Q9UKC9,92.56524822695035,11.90357972549321
Human,Q9UKD1,60.230169811320756,26.16715260840471
Human,Q9UKD2,88.66857740585782,17.63958366242688
Human,Q9UKE5,63.813514705882376,25.817353793747888
Human,Q9UKF2,80.10856962025309,21.308496091360666
Human,Q9UKF5,76.96056097560978,24.431537748542908
Human,Q9UKF6,90.17998538011689,10.225577930153104
Human,Q9UKF7,81.90379518072284,23.135298450458425
Human,Q9UKG1,79.56856135401966,23.303612610381993
Human,Q9UKG4,77.12357827476039,23.967087576016844
Human,Q9UKG9,97.19565359477129,7.639629375245538
Human,Q9UKH3,68.5365902578796,17.706951239119256
Human,Q9UKI2,59.00814960629922,16.51286275422353
Human,Q9UKI3,87.60658536585362,15.670156755135462
Human,Q9UKI8,72.69731070496084,27.244567912838118
Human,Q9UKI9,59.13536697247702,23.52218141336625
Human,Q9UKJ0,80.12612334801763,22.166792720396298
Human,Q9UKJ1,69.18782178217822,24.677950217522838
Human,Q9UKJ3,46.354567243675106,18.009638148063203
